Type,Release Year,Purchase Amtount
New,2017,4.61
Original,2017,18.35
Original,2019,49.36
New,2017,49.87
New,2018,18.83
Original,2017,28.38
New,2018,4.1
New,2017,6.53
Original,2017,17.77
New,2018,7.77
Original,2017,24.48
Original,2018,53.99
Original,2018,22.93
New,2017,32.85
Original,2017,12.62
Original,2017,53.98
Original,2017,12.69
Original,2017,29.94
New,2018,34.67
New,2017,20.58
New,2017,36.96
Original,2017,95.21
Original,2018,102.48
New,2018,49.24
New,2017,11.96
Original,2019,89.25
Original,2018,0
Original,2019,0
Original,2017,26.44
New,2018,14.13
Original,2017,17.58
Original,2018,33.44
Original,2018,0
New,2017,38.4
New,2018,115.66
New,2018,37.18
New,2017,11.11
Original,2019,28.13
Original,2018,68.87
Original,2018,10.04
New,2017,38.42
Original,2018,11.67
New,2018,8.28
Original,2017,14.93
New,2017,15.71
Original,2017,0
New,2018,13.67
New,2019,51.91
New,2018,24.86
Original,2017,7.12
New,2017,40.73
New,2018,35.42
New,2017,29.64
Original,2018,0
Original,2017,24.32
Original,2018,12.91
Original,2018,19.25
New,2017,32.66
New,2020,12.62
New,2017,34.59
New,2017,28.38
New,2018,39.85
New,2018,57.5
Original,2018,37.29
Original,2017,20.46
New,2018,43.16
Original,2018,33.99
New,2017,35.87
New,2019,26.88
New,2018,24.7
New,2017,20.79
Original,2018,48.05
Original,2019,137.39
Original,2017,46.19
Original,2017,24.99
New,2017,17.6
New,2018,21.18
New,2017,4.57
Original,2017,23.76
Original,2017,15.57
New,2017,41.32
Original,2018,4.32
Original,2020,43.04
Original,2018,7.86
New,2018,21.13
New,2017,18.68
New,2018,30.59
Original,2018,14.76
Original,2017,41.94
Original,2017,7.85
New,2018,37.09
New,2017,4.21
New,2018,10.06
Original,2018,11.74
Original,2019,125.49
New,2018,130.44
New,2019,24.88
Original,2018,46.29
New,2017,23.78
Original,2018,10.98
New,2018,19.93
Original,2017,11.85
Original,2017,25.41
Original,2018,19.67
New,2018,43.85
Original,2018,29.47
Original,2017,22.94
Original,2018,4
Original,2017,6.64
New,2018,29.65
New,2018,8.55
New,2017,22.57
Original,2017,20.48
New,2018,32.58
Original,2018,106.4
Original,2017,9.99
Original,2017,21.83
New,2018,4.02
Original,2018,40.04
New,2017,35.88
Original,2017,23.99
Original,2017,26.96
New,2020,41.47
New,2018,45.84
Original,2018,0
New,2018,22.6
Original,2018,19.49
Original,2018,40.33
Original,2017,28.23
Original,2017,21.56
New,2017,11.23
New,2017,17.79
New,2017,10.36
Original,2018,17.25
New,2017,0
Original,2018,29.84
New,2017,26.8
New,2017,19.5
New,2017,32.76
Original,2018,11.97
Original,2018,25.43
New,2018,4.8
Original,2018,50
New,2017,4.13
Original,2020,39.28
Original,2019,46.24
New,2018,32.64
Original,2018,20.12
Original,2017,27.87
Original,2018,15.17
New,2017,13.64
Original,2019,0
New,2018,36.05
Original,2018,78.98
Original,2020,36.41
Original,2017,49.21
Original,2018,25.7
New,2017,4.96
Original,2017,6.42
Original,2017,12.92
New,2018,7.16
Original,2017,5.96
New,2018,4.98
Original,2018,3.85
Original,2017,6.44
Original,2017,4.99
Original,2018,26.93
New,2018,50.74
Original,2017,14.23
Original,2018,6.76
Original,2019,51.98
New,2018,6.61
New,2017,32.09
Original,2017,41.79
New,2018,40.89
New,2018,4.92
New,2017,13.34
Original,2018,18.19
Original,2017,8.49
Original,2020,38.94
New,2020,0
Original,2018,13.55
Original,2019,57.71
New,2018,17.4
Original,2017,6.31
Original,2017,8
Original,2017,0
New,2018,6.92
New,2017,0
New,2018,17.68
Original,2017,0
Original,2018,7.98
New,2018,11.07
New,2017,45.82
New,2017,37.84
Original,2020,19.11
Original,2017,25.34
Original,2017,58.44
Original,2018,4
New,2017,24.43
New,2018,28.97
New,2017,45.79
Original,2017,23.97
Original,2018,23.93
Original,2018,10.93
Original,2017,41.64
Original,2018,34.99
New,2017,169.45
New,2017,20.29
Original,2018,86.98
New,2018,19.77
Original,2017,21.07
New,2017,28.56
New,2018,10.25
Original,2018,69.52
Original,2017,0
Original,2019,7.7
Original,2018,16.74
New,2018,26
Original,2018,33.35
New,2018,0
Original,2017,9.97
Original,2017,23.89
New,2018,15.34
Original,2018,4
Original,2018,23.64
Original,2018,42.82
Original,2018,33.84
Original,2018,24.99
New,2018,36
New,2017,41.92
Original,2017,37.5
Original,2017,43.64
New,2017,24.27
Original,2018,17.43
Original,2018,15.03
Original,2017,0
Original,2019,41.78
Original,2017,4.94
New,2017,18.83
New,2017,6.27
New,2018,26.56
Original,2017,8.81
New,2017,48.19
Original,2018,15.75
New,2018,24.64
Original,2017,8.96
New,2018,13.58
New,2017,32.47
Original,2018,4
Original,2017,45.99
New,2018,19.39
New,2017,41.74
New,2017,16.93
Original,2018,53.19
New,2018,42.38
New,2018,14.18
New,2017,55.11
New,2017,89.9
New,2017,4.99
New,2018,31.26
Original,2018,74.76
New,2017,39.84
Original,2017,11.94
New,2017,0
New,2017,13.36
Original,2018,14.38
New,2017,17.75
New,2018,47.35
New,2018,16.89
Original,2018,21.99
New,2018,44.84
Original,2018,19.06
New,2017,74.89
Original,2017,20.88
New,2017,43.17
New,2017,6.65
New,2017,26.46
Original,2017,26.03
New,2017,9.45
New,2017,22.47
New,2017,104.2
New,2018,31.06
Original,2018,48.94
New,2017,34.5
Original,2018,24.53
New,2020,51.71
New,2020,51.29
New,2017,45.73
New,2018,59.13
Original,2018,4
Original,2018,6.95
New,2017,28.18
Original,2018,12.2
New,2017,16.03
New,2020,17.22
Original,2018,14.63
Original,2017,25.64
Original,2017,39.95
Original,2018,0
Original,2017,4.97
Original,2018,19.03
New,2018,41.62
New,2017,6.71
Original,2018,0
Original,2017,28.72
Original,2018,17.95
Original,2017,35.1
Original,2017,13.75
New,2017,25.66
New,2017,13.61
New,2017,0
New,2017,71.78
New,2017,4.93
New,2018,14.32
Original,2018,10.52
New,2017,15.7
New,2018,31.42
New,2018,15.5
Original,2020,20.83
Original,2018,18.6
Original,2018,22.22
New,2017,23.4
New,2017,10.15
Original,2018,0
Original,2017,25.78
Original,2017,42.95
Original,2017,9.54
Original,2018,7.92
New,2017,43.89
New,2017,36.26
Original,2017,0
Original,2017,13.14
Original,2017,45.97
Original,2017,43.99
Original,2017,19.02
Original,2018,20.56
Original,2017,0
Original,2018,17.82
New,2017,49.06
Original,2017,15.49
Original,2018,18.95
New,2017,36.68
New,2018,44.38
New,2018,10.18
New,2018,21.39
Original,2017,22.89
New,2017,44.83
New,2018,0
Original,2017,11.03
Original,2017,46.44
Original,2018,40.68
Original,2018,19.98
Original,2017,18.79
Original,2018,53.99
Original,2017,25.55
Original,2017,15.18
Original,2017,29.96
New,2017,12
New,2018,8.47
Original,2017,21.44
New,2017,0
New,2020,18.23
New,2017,7.7
Original,2018,14.17
New,2017,8.12
Original,2020,13.62
New,2018,17.41
New,2017,38.69
New,2017,11.21
New,2017,56.41
New,2017,49.91
New,2017,32.01
Original,2018,15.23
Original,2018,22.78
New,2017,36.9
New,2018,46.44
Original,2018,37.73
Original,2017,19.98
Original,2017,36.68
Original,2017,13.09
New,2017,23.68
New,2018,31.82
New,2017,28.41
Original,2017,4
New,2017,0
Original,2018,8
New,2017,16.29
New,2018,22.51
New,2017,11.28
Original,2017,13.92
Original,2017,0
Original,2020,16.97
New,2017,16.37
Original,2018,21.83
New,2018,10
New,2018,33.92
New,2017,16.71
Original,2019,0
New,2017,10.07
New,2017,10.57
Original,2017,45.94
Original,2019,0
Original,2018,25.76
Original,2017,30.24
New,2018,32.76
Original,2018,28.74
Original,2017,14.33
New,2017,38.95
Original,2019,43.28
Original,2018,26.47
New,2017,7.83
New,2018,32.6
New,2017,27.19
Original,2017,23.98
Original,2018,5.9
Original,2018,28.79
Original,2018,0
Original,2018,23.5
Original,2018,5.7
New,2017,14.82
Original,2018,42.71
New,2017,43.62
Original,2017,5.26
New,2017,15.72
New,2017,21.74
New,2017,27.77
Original,2017,22.37
Original,2018,12.94
New,2018,26.83
Original,2017,41.84
Original,2017,21.12
New,2017,21.93
New,2017,13.27
Original,2018,43.99
Original,2017,20.97
New,2017,12.31
Original,2017,52.89
Original,2018,35.34
Original,2017,20.07
New,2017,22.68
New,2017,154.09
Original,2017,13.89
New,2017,6.71
Original,2018,7.24
Original,2018,39.52
New,2017,29.98
Original,2017,49.44
Original,2018,4.82
New,2017,57.9
New,2018,79.07
New,2019,30.57
New,2018,0
Original,2017,8.99
Original,2017,30.57
Original,2018,19.79
New,2017,26.55
Original,2017,19.44
New,2018,16.9
Original,2017,11
New,2017,0
New,2018,21.27
New,2018,28.4
New,2018,18.71
Original,2018,17.44
New,2020,58.9
Original,2019,32.58
Original,2017,41.51
New,2017,35.21
New,2020,40.79
Original,2017,37.01
Original,2018,16.39
New,2017,17.79
Original,2018,23
Original,2018,15.79
Original,2017,22.85
New,2017,49.01
Original,2018,40.84
Original,2018,23.87
New,2017,12.22
New,2017,44.79
Original,2018,0
Original,2017,26.03
New,2017,16.54
Original,2018,23.49
Original,2018,29.5
New,2019,0
New,2017,6.11
Original,2018,31.79
New,2020,13.9
New,2019,73.65
Original,2017,4.74
Original,2017,33.88
New,2018,44.54
Original,2018,55.93
Original,2018,22.99
Original,2018,19.03
New,2017,0
Original,2018,9.5
Original,2017,43.32
Original,2017,28.88
New,2017,0
New,2017,4.08
Original,2017,10.43
Original,2017,69.81
New,2018,29.41
Original,2017,19.28
New,2018,11.31
Original,2017,17.14
New,2017,26.41
New,2017,37.92
Original,2018,4.53
Original,2018,8.1
New,2017,6.52
New,2017,5.65
New,2018,5.64
Original,2018,30.96
New,2017,60.47
New,2018,38.21
Original,2017,12.34
Original,2017,34.59
New,2017,5.3
New,2018,94.36
Original,2017,15.37
Original,2018,16.68
Original,2018,23.44
New,2018,30.16
New,2018,48.84
New,2018,8.25
Original,2017,11.31
Original,2017,144.07
Original,2018,9.86
New,2017,18.81
New,2018,61.85
New,2017,16.12
Original,2018,15.96
Original,2018,12.81
Original,2017,8.22
Original,2017,43.99
New,2017,33.38
New,2018,49.26
Original,2017,5.52
Original,2018,13.48
Original,2019,23.63
New,2017,21.97
New,2018,13.86
Original,2018,30.72
Original,2017,16.54
Original,2018,12.85
New,2018,16.42
Original,2017,33.04
Original,2018,39.59
New,2017,26.39
Original,2017,0
Original,2017,10.4
Original,2017,34.99
New,2018,30.83
Original,2017,23.88
Original,2018,30.89
Original,2017,27.03
New,2018,35.52
New,2017,36.1
New,2017,23.17
New,2017,31.11
Original,2018,10.9
New,2017,5.38
Original,2018,0
New,2018,145.27
New,2019,34.25
Original,2018,7.05
New,2017,4.73
New,2018,21.47
Original,2017,24.47
Original,2017,28.99
New,2018,18.2
Original,2017,10.09
New,2018,28.17
Original,2017,101.14
New,2018,48.81
New,2017,28.06
Original,2018,58.31
Original,2017,9.9
New,2018,0
Original,2017,21.47
New,2018,0
New,2017,7.2
Original,2018,0
Original,2018,48.59
New,2017,19.84
Original,2017,61.99
Original,2018,23.54
New,2018,9.47
Original,2017,8.79
Original,2017,11.23
Original,2018,17.52
New,2017,6.41
Original,2017,23.94
Original,2020,15.74
New,2020,46.15
Original,2017,13.87
New,2017,31.33
Original,2018,24.67
Original,2018,0
New,2018,51.15
New,2018,23.7
New,2018,21.97
New,2017,19.99
Original,2017,8.93
New,2017,17.23
New,2018,20.89
Original,2019,61.92
Original,2017,14.83
Original,2017,6.24
New,2017,25.1
New,2017,41.02
Original,2017,38.94
New,2018,4.42
New,2019,30.4
Original,2018,42.5
New,2018,12.57
Original,2018,12
New,2017,0
Original,2017,29.94
Original,2017,52.87
Original,2018,41.99
New,2017,58.06
New,2017,5.12
New,2017,12.92
New,2018,4.94
Original,2017,24.43
New,2018,17.66
New,2017,7.33
Original,2017,38.98
New,2017,12.25
Original,2018,31.19
New,2017,34.59
New,2018,0
New,2017,28.12
New,2017,5.54
Original,2017,33.84
New,2017,6.42
New,2018,47.55
New,2018,21.15
New,2017,17.24
Original,2018,10.12
New,2018,39.48
New,2017,54.65
New,2018,21.36
Original,2017,0
Original,2017,19.59
Original,2018,17.78
New,2018,16.14
Original,2017,28.78
Original,2018,23.46
Original,2018,31.7
Original,2017,8.83
Original,2017,22.19
New,2017,45.74
Original,2018,33.39
New,2018,54.84
New,2018,47.62
Original,2017,27.71
Original,2018,13.61
New,2017,4.74
Original,2017,13.96
Original,2018,29.59
New,2018,4.07
New,2017,34.2
Original,2017,10.22
Original,2018,18.69
Original,2018,18.95
Original,2018,5.94
New,2017,7.42
Original,2018,48.94
New,2018,30.23
Original,2017,4
Original,2018,29.99
Original,2017,0
Original,2017,14.86
New,2017,22.17
Original,2018,37.3
New,2018,23.6
Original,2018,42.81
Original,2017,5.86
Original,2018,4.62
Original,2018,22.35
New,2017,16.06
Original,2017,9.98
Original,2017,151.93
New,2018,25.89
New,2018,43.59
New,2018,58.96
New,2017,6.9
New,2017,14.93
Original,2020,16.07
New,2018,11.85
New,2018,53.46
Original,2018,0
New,2017,36.12
New,2018,15.25
New,2017,0
New,2017,22.3
Original,2017,12.63
Original,2018,41.39
Original,2019,38.44
New,2018,79.4
New,2018,11.92
Original,2018,27.28
New,2017,4.68
New,2017,34.97
Original,2017,11.24
Original,2017,17.27
Original,2017,73.98
Original,2018,44.99
Original,2018,117.92
Original,2018,19.11
New,2017,6.13
New,2019,0
New,2017,24.79
Original,2018,133.9
Original,2018,21.46
Original,2020,34.94
New,2017,36.38
Original,2017,16.58
New,2017,7.56
Original,2018,26.34
New,2017,21.6
Original,2017,0
Original,2018,0
Original,2020,54.76
Original,2018,0
Original,2018,19.54
New,2017,54.91
Original,2018,39.01
New,2017,20.14
Original,2018,5.05
Original,2017,56.85
New,2018,24.61
Original,2018,22.98
Original,2017,37.94
New,2017,26.76
New,2018,0
New,2017,45.42
Original,2018,11.98
Original,2018,41.01
New,2018,33.26
Original,2018,10.77
New,2017,23.97
Original,2017,4.49
Original,2018,25.99
New,2020,43.69
Original,2017,16.01
New,2018,104.52
New,2020,0
New,2017,39.18
New,2017,12.83
Original,2018,12.12
Original,2018,30.63
Original,2018,13.79
Original,2018,17.29
New,2018,0
New,2018,17.46
Original,2017,36.53
Original,2018,15.32
Original,2018,49.98
Original,2017,15.12
Original,2018,24.43
New,2017,34.39
Original,2018,14.4
New,2018,8.92
Original,2017,34.95
Original,2018,6.96
New,2017,7.09
New,2017,40.47
Original,2017,4
New,2017,63.79
Original,2018,30.68
New,2017,16.58
New,2020,20.11
New,2017,15.31
Original,2017,4.69
Original,2017,14.96
New,2017,46.32
Original,2018,12.44
New,2017,38.47
New,2018,44
Original,2017,24.96
Original,2017,7.72
Original,2017,18.32
Original,2017,36.98
New,2017,39.84
New,2018,23.29
Original,2018,37.99
New,2017,12.29
Original,2017,5.09
Original,2018,0
New,2017,54.28
Original,2017,20.26
Original,2018,152.91
New,2018,139.28
Original,2017,51.94
Original,2017,56.74
Original,2017,12.43
New,2017,0
Original,2018,28.65
New,2018,14.95
Original,2017,0
Original,2018,14.39
Original,2017,23.99
New,2017,4.83
New,2017,41.96
New,2020,33.47
Original,2018,22.18
Original,2018,37.89
Original,2017,14.17
Original,2017,27.71
Original,2017,9.63
New,2017,24.66
New,2020,39.72
Original,2017,42.99
New,2017,4.16
New,2017,13.66
Original,2017,30.49
New,2017,37.31
Original,2017,4.64
Original,2018,93.97
Original,2017,38.99
Original,2017,14.99
New,2017,58.67
New,2017,0
New,2017,149
New,2020,19.85
New,2018,24.49
New,2018,12.5
Original,2017,12.94
Original,2017,4.39
New,2017,21.58
New,2018,20.38
New,2017,16.64
New,2017,46.6
Original,2017,4
Original,2017,19.21
New,2017,35.67
Original,2020,46.79
Original,2018,26.47
Original,2019,0
Original,2017,118.98
New,2018,5.4
New,2018,25
Original,2017,44.14
Original,2018,12.11
Original,2018,24.5
Original,2017,53.05
Original,2017,6.44
Original,2018,22.45
Original,2018,33.6
Original,2017,13.84
New,2017,0
New,2017,39.97
New,2017,35.29
New,2018,122.67
Original,2018,28.55
New,2018,17.12
New,2017,19.36
Original,2017,9.98
New,2017,9.55
New,2017,79.04
Original,2017,28.21
Original,2018,16.26
New,2018,22.77
Original,2017,46.44
Original,2020,28.98
New,2017,14.65
New,2017,132.44
Original,2017,48.85
New,2017,34.95
Original,2017,35.86
Original,2017,44.99
Original,2017,28.29
New,2017,5.22
New,2017,27.91
Original,2017,14.24
Original,2017,12.45
New,2017,15.3
New,2018,35.84
New,2017,32.49
New,2017,22.95
Original,2017,24.51
New,2020,22.58
Original,2017,44.9
New,2017,4.4
New,2018,34.01
New,2017,20.36
Original,2018,16.1
Original,2017,19.19
New,2017,0
Original,2018,10.08
New,2017,0
Original,2018,9.59
Original,2018,39.74
New,2018,18.68
Original,2018,38.11
New,2018,19.24
New,2017,4.13
Original,2018,13.13
New,2018,30.94
Original,2017,17.08
Original,2018,52.54
Original,2018,38.99
New,2018,35.43
New,2017,59.27
Original,2017,43.9
Original,2018,23.99
New,2018,18.79
New,2017,39.88
Original,2018,43.18
New,2017,49.06
New,2018,0
New,2017,27.01
Original,2018,19.54
Original,2017,49.12
New,2018,61.78
New,2018,21.21
New,2017,78.77
Original,2017,0
New,2017,9.91
New,2018,87.07
New,2017,31.76
New,2017,30.58
Original,2018,14.96
Original,2017,13.79
New,2017,4.21
New,2017,11.98
Original,2020,0
Original,2017,0
New,2018,30.56
Original,2018,20.97
Original,2018,21.49
Original,2017,28.58
Original,2020,35.24
New,2018,20.63
New,2018,16.15
Original,2017,21.99
New,2018,34.89
Original,2017,15.99
Original,2017,6.27
Original,2018,17.87
Original,2017,57.98
New,2018,39.95
New,2018,12.13
Original,2020,20.59
Original,2017,0
New,2020,6.47
New,2017,21.56
Original,2017,0
New,2018,38.06
Original,2018,13.48
Original,2017,26.21
Original,2017,33.98
New,2017,0
Original,2017,13.9
New,2018,43.12
Original,2018,68.99
Original,2018,31.99
Original,2017,15.49
New,2020,83.03
Original,2017,57.78
Original,2017,23.99
New,2017,42.64
Original,2017,24.92
New,2018,30.03
Original,2017,13.33
New,2017,17.82
New,2018,48.66
Original,2017,7.19
Original,2018,43.98
New,2018,27.5
Original,2017,4.73
Original,2017,14.3
New,2017,16.75
New,2017,28.55
New,2018,52.9
New,2017,63.31
New,2017,122.41
Original,2018,19.58
New,2017,24.03
Original,2018,42.73
Original,2017,34.75
Original,2017,0
New,2018,21.98
New,2018,29.85
New,2018,42.58
New,2017,44.63
Original,2017,42.14
Original,2017,5.89
Original,2018,18.98
New,2018,52.67
New,2018,0
Original,2018,53.97
